step,time,x,y,z,speed,progress,dense_progress,physics_hz,physics_delay_norm,action
1.0,0.01,335.9996643066406,0.0,528.08154296875,8.152997970581055,1.43585205078125,1.43585205078125,100.0,0.0,[0.85381293 0.18976708 0.8331276 ]
2.0,0.02,335.99896240234375,0.0,528.1646118164062,8.30577564239502,1.4432689121791293,1.4432689121791293,100.0,0.0,[0.87369317 0.2462542  0.865243  ]
3.0,0.03,335.99786376953125,0.0,528.2492065429688,8.458333969116211,1.450822012765067,1.450822012765067,100.0,0.0,[0.87345076 0.24395338 0.8758221 ]
4.0,0.04,335.996337890625,0.0,528.3353271484375,8.610671043395996,1.4585113525390625,1.4585113525390625,100.0,0.0,[0.87280715 0.24073705 0.88466686]
5.0,0.05,335.994384765625,0.0,528.4229125976562,8.762791633605957,1.4663314819335938,1.4663314819335938,100.0,0.0,[0.87209743 0.23742454 0.89296967]
6.0,0.060000000000000005,335.9919738769531,0.0,528.5120239257812,8.914691925048828,1.474287850516183,1.474287850516183,100.0,0.0,[0.8714286  0.23475406 0.8995469 ]
7.0,0.07,335.9891052246094,0.0,528.6026611328125,9.066373825073242,1.4823804582868303,1.4823804582868303,100.0,0.0,[0.8721527  0.23594603 0.9068797 ]
8.0,0.08,335.9857482910156,0.0,528.6947631835938,9.217836380004883,1.4906038556780135,1.4906038556780135,100.0,0.0,[0.8724624  0.23643611 0.914199  ]
9.0,0.09,335.98187255859375,0.0,528.7883911132812,9.3690824508667,1.4989634922572543,1.4989634922572543,100.0,0.0,[0.8714271  0.23229194 0.9215604 ]
10.0,0.09999999999999999,335.97747802734375,0.0,528.8834838867188,9.520109176635742,1.5074539184570312,1.5074539184570312,100.0,0.0,[0.8703446  0.22817823 0.92836106]
11.0,0.10999999999999999,335.9725341796875,0.0,528.9800415039062,9.670919418334961,1.5160751342773438,1.5160751342773438,100.0,0.0,[0.8691972  0.22406664 0.93460685]
12.0,0.11999999999999998,335.9670104980469,0.0,529.078125,9.821514129638672,1.5248325892857142,1.5248325892857142,100.0,0.0,[0.86817634 0.22040111 0.94042945]
13.0,0.12999999999999998,335.9609069824219,0.0,529.1776733398438,9.971891403198242,1.5337208339146207,1.5337208339146207,100.0,0.0,[0.86889297 0.22073634 0.9464305 ]
14.0,0.13999999999999999,335.9541931152344,0.0,529.2786865234375,10.122052192687988,1.5427398681640625,1.5427398681640625,100.0,0.0,[0.8674219  0.21610327 0.9516523 ]
15.0,0.15,335.9468688964844,0.0,529.3811645507812,10.27199649810791,1.5518896920340401,1.5518896920340401,100.0,0.0,[0.8659938 0.2121757 0.9558122]
16.0,0.16,335.9388732910156,0.0,529.4850463867188,10.42172622680664,1.5611648559570312,1.5611648559570312,100.0,0.0,[0.864634   0.20963705 0.9587711 ]
17.0,0.17,335.93023681640625,0.0,529.5903930664062,10.571239471435547,1.5705708095005582,1.5705708095005582,100.0,0.0,[0.8629025  0.20587273 0.96247053]
18.0,0.18000000000000002,335.9208984375,0.0,529.6972045898438,10.720537185668945,1.5801075526646207,1.5801075526646207,100.0,0.0,[0.86108094 0.20135072 0.9661287 ]
19.0,0.19000000000000003,335.9108581542969,0.0,529.805419921875,10.869620323181152,1.5897696358816966,1.5897696358816966,100.0,0.0,[0.8591712  0.19689074 0.9694692 ]
20.0,0.20000000000000004,335.90008544921875,0.0,529.9151000976562,11.018489837646484,1.5995625087193082,1.5995625087193082,100.0,0.0,[0.85716015 0.19248274 0.97249764]
21.0,0.21000000000000005,335.8885803222656,0.0,530.0261840820312,11.167143821716309,1.6094807216099332,1.6094807216099332,100.0,0.0,[0.8550402  0.18812619 0.9752497 ]
22.0,0.22000000000000006,335.8763122558594,0.0,530.138671875,11.315583229064941,1.6195242745535716,1.6195242745535716,100.0,0.0,[0.85280424 0.1838188  0.9777441 ]
23.0,0.23000000000000007,335.8632507324219,0.0,530.2525634765625,11.463809967041016,1.629693167550223,1.629693167550223,100.0,0.0,[0.85044414 0.17955863 0.9800115 ]
24.0,0.24000000000000007,335.849365234375,0.0,530.3678588867188,11.611823081970215,1.6399874005998885,1.6399874005998885,100.0,0.0,[0.84857684 0.17766468 0.9812806 ]
25.0,0.25000000000000006,335.83465576171875,0.0,530.4845581054688,11.759623527526855,1.6504069737025668,1.6504069737025668,100.0,0.0,[0.8460985  0.17433324 0.9829835 ]
26.0,0.26000000000000006,335.8191223144531,0.0,530.6026000976562,11.907210350036621,1.6609464372907365,1.6609464372907365,100.0,0.0,[0.84330547 0.17004691 0.9847752 ]
27.0,0.2700000000000001,335.802734375,0.0,530.7220458984375,12.054584503173828,1.6716112409319195,1.6716112409319195,100.0,0.0,[0.8403484  0.16580391 0.9864015 ]
28.0,0.2800000000000001,335.78546142578125,0.0,530.8428344726562,12.20174789428711,1.6823959350585938,1.6823959350585938,100.0,0.0,[0.8372076 0.1615972 0.9878776]
29.0,0.2900000000000001,335.76727294921875,0.0,530.9649658203125,12.348699569702148,1.693300519670759,1.693300519670759,100.0,0.0,[0.8338651  0.15742111 0.9892167 ]
30.0,0.3000000000000001,335.7481689453125,0.0,531.0884399414062,12.495439529418945,1.7043249947684154,1.7043249947684154,100.0,0.0,[0.8303035  0.15327589 0.990429  ]
31.0,0.3100000000000001,335.7281188964844,0.0,531.2132568359375,12.641968727111816,1.7154693603515625,1.7154693603515625,100.0,0.0,[0.826545   0.14951463 0.99148744]
32.0,0.3200000000000001,335.7071228027344,0.0,531.3394165039062,12.788287162780762,1.7267336164202007,1.7267336164202007,100.0,0.0,[0.789991   0.22733192 0.98263437]
33.0,0.3300000000000001,335.6851501464844,0.0,531.4668579101562,12.934393882751465,1.7381123134068082,1.7381123134068082,100.0,0.0,[0.79838777 0.14370917 0.99488753]
34.0,0.34000000000000014,335.66217041015625,0.0,531.5956420898438,13.080291748046875,1.7496109008789062,1.7496109008789062,100.0,0.0,[0.79706806 0.1420985  0.9951634 ]
35.0,0.35000000000000014,335.63818359375,0.0,531.7257080078125,13.225979804992676,1.761223929268973,1.761223929268973,100.0,0.0,[0.7954173  0.14017272 0.9954132 ]
36.0,0.36000000000000015,335.6131591796875,0.0,531.8570556640625,13.371458053588867,1.772951398577009,1.772951398577009,100.0,0.0,[0.79373634 0.13826898 0.9956518 ]
37.0,0.37000000000000016,335.5870666503906,0.0,531.9896850585938,13.516728401184082,1.7847933088030135,1.7847933088030135,100.0,0.0,[0.79202497 0.1363898  0.99588025]
38.0,0.38000000000000017,335.5599060058594,0.0,532.1235961914062,13.661787986755371,1.7967496599469865,1.7967496599469865,100.0,0.0,[0.7906738  0.13549049 0.9960449 ]
39.0,0.3900000000000002,335.5316467285156,0.0,532.2587280273438,13.806638717651367,1.8088150024414062,1.8088150024414062,100.0,0.0,[0.78951085 0.13452736 0.99619025]
40.0,0.4000000000000002,335.5022888183594,0.0,532.3951416015625,13.951279640197754,1.8209947858537947,1.8209947858537947,100.0,0.0,[0.788811   0.13383125 0.9962741 ]
41.0,0.4100000000000002,335.4718017578125,0.0,532.5327758789062,14.09571361541748,1.8332835606166293,1.8332835606166293,100.0,0.0,[0.7869882  0.13183345 0.99648416]
42.0,0.4200000000000002,335.4401550292969,0.0,532.671630859375,14.239941596984863,1.8456813267299106,1.8456813267299106,100.0,0.0,[0.785125   0.12985532 0.99668634]
43.0,0.4300000000000002,335.4073486328125,0.0,532.8117065429688,14.38396167755127,1.8581880841936385,1.8581880841936385,100.0,0.0,[0.7832194  0.12789647 0.9968805 ]
44.0,0.4400000000000002,335.37335205078125,0.0,532.9529418945312,14.527771949768066,1.8707983834402901,1.8707983834402901,100.0,0.0,[0.7824313  0.12761216 0.9969745 ]
45.0,0.45000000000000023,335.3381652832031,0.0,533.0953979492188,14.671377182006836,1.8835176740373882,1.8835176740373882,100.0,0.0,[0.78093135 0.12639143 0.9971261 ]
46.0,0.46000000000000024,335.3017578125,0.0,533.239013671875,14.814775466918945,1.8963405064174106,1.8963405064174106,100.0,0.0,[0.7789642  0.12434397 0.99729854]
47.0,0.47000000000000025,335.26409912109375,0.0,533.3837890625,14.957966804504395,1.909266880580357,1.909266880580357,100.0,0.0,[0.7785152  0.12392411 0.99734354]
48.0,0.48000000000000026,335.2251892089844,0.0,533.5297241210938,15.1009521484375,1.9222967965262276,1.9222967965262276,100.0,0.0,[0.7764043  0.12185197 0.99751294]
49.0,0.49000000000000027,335.18499755859375,0.0,533.6767578125,15.243731498718262,1.9354248046875002,1.9354248046875002,100.0,0.0,[0.77452666 0.12028971 0.997662  ]
50.0,0.5000000000000002,335.14349365234375,0.0,533.824951171875,15.386305809020996,1.9486563546316966,1.9486563546316966,100.0,0.0,[0.7732975  0.11984335 0.9977768 ]
51.0,0.5100000000000002,335.1006774902344,0.0,533.9742431640625,15.528675079345703,1.9619859967912947,1.9619859967912947,100.0,0.0,[0.7720434  0.1185219  0.99786824]
52.0,0.5200000000000002,335.0565490722656,0.0,534.1246337890625,15.670839309692383,1.9754137311662947,1.9754137311662947,100.0,0.0,[0.77013344 0.11665095 0.9979935 ]
53.0,0.5300000000000002,335.01104736328125,0.0,534.2760620117188,15.812798500061035,1.988934108189174,1.988934108189174,100.0,0.0,[0.7680589  0.1147595  0.99811757]
54.0,0.5400000000000003,334.9642028808594,0.0,534.4285888671875,15.954553604125977,2.0025525774274553,2.0025525774274553,100.0,0.0,[0.76802653 0.11517729 0.9981477 ]
55.0,0.5500000000000003,334.91595458984375,0.0,534.5821533203125,16.096105575561523,2.016263689313616,2.016263689313616,100.0,0.0,[0.7659292  0.11357938 0.9982584 ]
56.0,0.5600000000000003,334.8663024902344,0.0,534.7367553710938,16.237451553344727,2.0300674438476562,2.0300674438476562,100.0,0.0,[0.7635474  0.11168025 0.99837214]
57.0,0.5700000000000003,334.8152160644531,0.0,534.8923950195312,16.37859535217285,2.043963841029576,2.043963841029576,100.0,0.0,[0.7617056  0.10987946 0.9984677 ]
58.0,0.5800000000000003,334.7626953125,0.0,535.0490112304688,16.519535064697266,2.057947431291853,2.057947431291853,100.0,0.0,[0.7615213  0.10889083 0.9985122 ]
59.0,0.5900000000000003,334.7087097167969,0.0,535.2066040039062,16.6602725982666,2.0720182146344865,2.0720182146344865,100.0,0.0,[0.7604704  0.107361   0.99858457]
60.0,0.6000000000000003,334.65325927734375,0.0,535.3651733398438,16.800809860229492,2.086176191057478,2.086176191057478,100.0,0.0,[0.73796463 0.11127577 0.9999194 ]
61.0,0.6100000000000003,334.5963134765625,0.0,535.5247192382812,16.94114112854004,2.100421360560826,2.100421360560826,100.0,0.0,[0.7252735  0.09659108 0.9984021 ]
62.0,0.6200000000000003,334.537841796875,0.0,535.6852416992188,17.08127212524414,2.1147537231445312,2.1147537231445312,100.0,0.0,[0.72566277 0.09605084 0.9984079 ]
63.0,0.6300000000000003,334.47784423828125,0.0,535.8466796875,17.221202850341797,2.1291678292410716,2.1291678292410716,100.0,0.0,[0.7260805  0.09553441 0.9984159 ]
64.0,0.6400000000000003,334.4162902832031,0.0,536.009033203125,17.360931396484375,2.1436636788504466,2.1436636788504466,100.0,0.0,[0.72660637 0.09508634 0.9984208 ]
65.0,0.6500000000000004,334.3531799316406,0.0,536.1722412109375,17.500459671020508,2.158235822405134,2.158235822405134,100.0,0.0,[0.72835493 0.09533136 0.99837965]
66.0,0.6600000000000004,334.2884826660156,0.0,536.3363647460938,17.639785766601562,2.1728897094726562,2.1728897094726562,100.0,0.0,[0.7299363  0.0955017  0.99834365]
67.0,0.6700000000000004,334.2221984863281,0.0,536.5013427734375,17.77890968322754,2.187619890485491,2.187619890485491,100.0,0.0,[0.73145103 0.09565384 0.9983095 ]
68.0,0.6800000000000004,334.154296875,0.0,536.6671752929688,17.917837142944336,2.202426365443638,2.202426365443638,100.0,0.0,[0.73175466 0.09509642 0.9983271 ]
69.0,0.6900000000000004,334.0847473144531,0.0,536.8338012695312,18.056562423706055,2.2173036847795755,2.2173036847795755,100.0,0.0,[0.7320395  0.09453248 0.99834704]
70.0,0.7000000000000004,334.0135498046875,0.0,537.001220703125,18.195087432861328,2.2322518484933034,2.2322518484933034,100.0,0.0,[0.73229885 0.09395701 0.9983696 ]
71.0,0.7100000000000004,333.940673828125,0.0,537.16943359375,18.33341407775879,2.247270856584821,2.247270856584821,100.0,0.0,[0.7336084  0.09396037 0.9983513 ]
72.0,0.7200000000000004,333.8661193847656,0.0,537.3384399414062,18.47154426574707,2.2623607090541293,2.2623607090541293,100.0,0.0,[0.73681    0.09507806 0.9982505 ]
73.0,0.7300000000000004,333.78985595703125,0.0,537.5081787109375,18.609472274780273,2.2775159563337053,2.2775159563337053,100.0,0.0,[0.7375174  0.09485029 0.99823886]
74.0,0.7400000000000004,333.7118835449219,0.0,537.6786499023438,18.747201919555664,2.292736598423549,2.292736598423549,100.0,0.0,[0.7377981  0.09443331 0.99823457]
75.0,0.7500000000000004,333.6321716308594,0.0,537.849853515625,18.884737014770508,2.3080226353236606,2.3080226353236606,100.0,0.0,[0.7379661  0.09378058 0.9982709 ]
76.0,0.7600000000000005,333.55072021484375,0.0,538.021728515625,19.022071838378906,2.323368617466518,2.323368617466518,100.0,0.0,[0.7381098  0.09311446 0.9983099 ]
77.0,0.7700000000000005,333.4674987792969,0.0,538.1943359375,19.159208297729492,2.3387799944196432,2.3387799944196432,100.0,0.0,[0.74161917 0.09437583 0.998199  ]
78.0,0.7800000000000005,333.38250732421875,0.0,538.3675537109375,19.296152114868164,2.354245867047991,2.354245867047991,100.0,0.0,[0.7443684  0.09492692 0.998131  ]
79.0,0.7900000000000005,333.29571533203125,0.0,538.5414428710938,19.43289566040039,2.3697716849190846,2.3697716849190846,100.0,0.0,[0.74455005 0.09421916 0.99816656]
80.0,0.8000000000000005,333.2071228027344,0.0,538.7159423828125,19.569440841674805,2.385351998465402,2.385351998465402,100.0,0.0,[0.74478436 0.09400027 0.9981182 ]
81.0,0.8100000000000005,333.11669921875,0.0,538.8910522460938,19.70578956604004,2.4009868076869423,2.4009868076869423,100.0,0.0,[0.7457044  0.09354497 0.99814457]
82.0,0.8200000000000005,333.0244140625,0.0,539.0667114257812,19.84194564819336,2.416670663016183,2.416670663016183,100.0,0.0,[0.75128514 0.09545264 0.9979442 ]
83.0,0.8300000000000005,332.9302673339844,0.0,539.242919921875,19.977903366088867,2.432403564453125,2.432403564453125,100.0,0.0,[0.74670774 0.11890903 0.9998496 ]
84.0,0.8400000000000005,332.8342590332031,0.0,539.419677734375,20.113664627075195,2.448185511997768,2.448185511997768,100.0,0.0,[0.7307549  0.08885682 0.9954039 ]
85.0,0.8500000000000005,332.7363586425781,0.0,539.596923828125,20.24923324584961,2.4640110560825894,2.4640110560825894,100.0,0.0,[0.7330129  0.08958501 0.9952106 ]
86.0,0.8600000000000005,332.6365661621094,0.0,539.774658203125,20.384605407714844,2.4798801967075894,2.4798801967075894,100.0,0.0,[0.736682   0.09159432 0.9944928 ]
87.0,0.8700000000000006,332.53485107421875,0.0,539.952880859375,20.5197811126709,2.495792933872768,2.495792933872768,100.0,0.0,[0.7375551  0.09134933 0.9945982 ]
88.0,0.8800000000000006,332.43121337890625,0.0,540.1315307617188,20.654762268066406,2.5117438180106024,2.5117438180106024,100.0,0.0,[0.7384797  0.09113153 0.9947023 ]
89.0,0.8900000000000006,332.32562255859375,0.0,540.3106079101562,20.78955078125,2.5277328491210938,2.5277328491210938,100.0,0.0,[0.7415853  0.09231195 0.99438983]
90.0,0.9000000000000006,332.21807861328125,0.0,540.4901123046875,20.92414665222168,2.543760027204241,2.543760027204241,100.0,0.0,[0.74262786 0.09211659 0.99449086]
91.0,0.9100000000000006,332.10858154296875,0.0,540.6699829101562,21.05854606628418,2.5598199026925226,2.5598199026925226,100.0,0.0,[0.74383086 0.09215108 0.9944533 ]
92.0,0.9200000000000006,331.9971008300781,0.0,540.8502197265625,21.1927547454834,2.5759124755859375,2.5759124755859375,100.0,0.0,[0.745337   0.09255539 0.99419206]
93.0,0.9300000000000006,331.88360595703125,0.0,541.03076171875,21.32676887512207,2.5920322963169644,2.5920322963169644,100.0,0.0,[0.746466   0.09235388 0.99432236]
94.0,0.9400000000000006,331.76812744140625,0.0,541.211669921875,21.46059226989746,2.608184814453125,2.608184814453125,100.0,0.0,[0.74996537 0.09347588 0.99399567]
95.0,0.9500000000000006,331.6506042480469,0.0,541.392822265625,21.594221115112305,2.624359130859375,2.624359130859375,100.0,0.0,[0.7519925  0.09367997 0.99397475]
96.0,0.9600000000000006,331.53106689453125,0.0,541.5742797851562,21.727659225463867,2.6405606951032365,2.6405606951032365,100.0,0.0,[0.75324154 0.09341992 0.99412763]
97.0,0.9700000000000006,331.40948486328125,0.0,541.7559204101562,21.860902786254883,2.656778608049665,2.656778608049665,100.0,0.0,[0.75474864 0.09382352 0.9938481 ]
98.0,0.9800000000000006,331.28582763671875,0.0,541.9378051757812,21.993955612182617,2.673018319266183,2.673018319266183,100.0,0.0,[0.7562556  0.09411815 0.9936422 ]
99.0,0.9900000000000007,331.16009521484375,0.0,542.119873046875,22.126813888549805,2.689274379185268,2.689274379185268,100.0,0.0,[0.76129216 0.09615076 0.99281025]
100.0,1.0000000000000007,331.03228759765625,0.0,542.3021240234375,22.259483337402344,2.7055467878069197,2.7055467878069197,100.0,0.0,[0.76278836 0.09591185 0.9930002 ]
101.0,1.0100000000000007,330.9023742675781,0.0,542.4844970703125,22.3919620513916,2.7218300955636163,2.7218300955636163,100.0,0.0,[0.76411766 0.09554678 0.9932494 ]
102.0,1.0200000000000007,330.7703552246094,0.0,542.6669921875,22.52425193786621,2.738124302455357,2.738124302455357,100.0,0.0,[0.765574   0.09551196 0.99323976]
103.0,1.0300000000000007,330.63623046875,0.0,542.8495483398438,22.656349182128906,2.7544239589146207,2.7544239589146207,100.0,0.0,[0.78149414 0.11502384 0.99988174]
104.0,1.0400000000000007,330.4999694824219,0.0,543.0322265625,22.788257598876953,2.7707345145089284,2.7707345145089284,100.0,0.0,[0.794285  0.0891661 0.9893494]
105.0,1.0500000000000007,330.361572265625,0.0,543.2149047851562,22.919973373413086,2.7870450701032365,2.7870450701032365,100.0,0.0,[0.7966292  0.08956262 0.9888692 ]
106.0,1.0600000000000007,330.2210388183594,0.0,543.3976440429688,23.051504135131836,2.803361075265067,2.803361075265067,100.0,0.0,[0.7994012  0.09026143 0.9881164 ]
107.0,1.0700000000000007,330.078369140625,0.0,543.5803833007812,23.18284034729004,2.8196770804268976,2.8196770804268976,100.0,0.0,[0.8101057  0.09710328 0.9791901 ]
108.0,1.0800000000000007,329.93353271484375,0.0,543.7630615234375,23.313989639282227,2.8359876360212053,2.8359876360212053,100.0,0.0,[0.81358826 0.09873097 0.97421336]
109.0,1.0900000000000007,329.78656005859375,0.0,543.9457397460938,23.4449462890625,2.8522981916155135,2.8522981916155135,100.0,0.0,[0.817112   0.1003953  0.96877015]
110.0,1.1000000000000008,329.637451171875,0.0,544.1283569335938,23.575719833374023,2.868603297642299,2.868603297642299,100.0,0.0,[0.82434547 0.10559481 0.9525529 ]
111.0,1.1100000000000008,329.4888916015625,0.0,544.3131103515625,23.7063045501709,2.8850991385323663,2.8850991385323663,100.0,0.0,[ 0.7422488   0.26888466 -0.9912375 ]
112.0,1.1200000000000008,329.33905029296875,0.0,544.4984741210938,23.836702346801758,2.9016494750976562,2.9016494750976562,100.0,0.0,[0.6992607  0.1043627  0.34135273]
113.0,1.1300000000000008,329.1897277832031,0.0,544.6859130859375,23.966909408569336,2.9183850969587053,2.9183850969587053,100.0,0.0,[ 0.7186815   0.19205515 -0.9437018 ]
114.0,1.1400000000000008,329.0391845703125,0.0,544.8740844726562,24.09693145751953,2.9351861136300226,2.9351861136300226,100.0,0.0,[0.6982601  0.1056535  0.27429092]
115.0,1.1500000000000008,328.8891906738281,0.0,545.0643310546875,24.226768493652344,2.952172415597098,2.952172415597098,100.0,0.0,[ 0.71550196  0.18553793 -0.93187535]
116.0,1.1600000000000008,328.738037109375,0.0,545.2553100585938,24.35641860961914,2.969224112374442,2.969224112374442,100.0,0.0,[0.6974392  0.10601644 0.24735717]
117.0,1.1700000000000008,328.5874328613281,0.0,545.4483642578125,24.48587989807129,2.9864610944475447,2.9864610944475447,100.0,0.0,[ 0.7135518   0.18348207 -0.9281366 ]
118.0,1.1800000000000008,328.4356994628906,0.0,545.6422119140625,24.615154266357422,3.0037689208984375,3.0037689208984375,100.0,0.0,[0.696645   0.10619196 0.22896771]
119.0,1.1900000000000008,328.2845764160156,0.0,545.838134765625,24.744245529174805,3.0212620326450894,3.0212620326450894,100.0,0.0,[ 0.7118496   0.18243742 -0.92657894]
120.0,1.2000000000000008,328.1323547363281,0.0,546.0348510742188,24.87314796447754,3.0388259887695312,3.0388259887695312,100.0,0.0,[0.6958442  0.1063453  0.21192795]
121.0,1.2100000000000009,327.9807434082031,0.0,546.233642578125,25.001867294311523,3.056575230189732,3.056575230189732,100.0,0.0,[ 0.7101975   0.18159968 -0.9254765 ]
122.0,1.2200000000000009,327.82806396484375,0.0,546.4332275390625,25.130399703979492,3.074395315987723,3.074395315987723,100.0,0.0,[0.694991   0.10654071 0.19369853]
123.0,1.2300000000000009,327.6760559082031,0.0,546.6349487304688,25.258750915527344,3.0924061366489957,3.0924061366489957,100.0,0.0,[ 0.7085006   0.18073682 -0.9242764 ]
124.0,1.2400000000000009,327.52301025390625,0.0,546.8374633789062,25.386913299560547,3.1104878016880577,3.1104878016880577,100.0,0.0,[0.69409573 0.10678816 0.17369749]
125.0,1.2500000000000009,327.37066650390625,0.0,547.0421142578125,25.514890670776367,3.128760201590402,3.128760201590402,100.0,0.0,[ 0.7067761   0.17983587 -0.923116  ]
126.0,1.260000000000001,327.2173156738281,0.0,547.2476196289062,25.642683029174805,3.147108895438058,3.147108895438058,100.0,0.0,[0.6931709  0.10708913 0.15352488]
127.0,1.270000000000001,327.064697265625,0.0,547.4552612304688,25.77029037475586,3.165648324148995,3.165648324148995,100.0,0.0,[ 0.70509624  0.17923443 -0.92317826]
128.0,1.280000000000001,326.9111022949219,0.0,547.6637573242188,25.89771842956543,3.1842640468052457,3.1842640468052457,100.0,0.0,[0.69240427 0.10745803 0.13661385]
129.0,1.290000000000001,326.75830078125,0.0,547.8744506835938,26.02495765686035,3.203075953892299,3.203075953892299,100.0,0.0,[ 0.70350957  0.17909889 -0.9243374 ]
130.0,1.300000000000001,326.60455322265625,0.0,548.0859985351562,26.15201759338379,3.221964154924665,3.221964154924665,100.0,0.0,[0.6922588  0.10819535 0.10961611]
131.0,1.310000000000001,326.4516296386719,0.0,548.2997436523438,26.278898239135742,3.241048540387835,3.241048540387835,100.0,0.0,[ 0.701617    0.17802155 -0.923088  ]
132.0,1.320000000000001,326.2978515625,0.0,548.514404296875,26.40559196472168,3.2602146693638394,3.2602146693638394,100.0,0.0,[0.6918016  0.10915833 0.0712515 ]
133.0,1.330000000000001,326.1449279785156,0.0,548.731201171875,26.5321044921875,3.2795715332031254,3.2795715332031254,100.0,0.0,[ 0.69936794  0.17587212 -0.9188827 ]
134.0,1.340000000000001,325.9912414550781,0.0,548.9490356445312,26.65843391418457,3.29902103969029,3.29902103969029,100.0,0.0,[0.69110626 0.11030529 0.02423844]
135.0,1.350000000000001,325.83843994140625,0.0,549.1690063476562,26.784582138061523,3.3186612810407365,3.3186612810407365,100.0,0.0,[ 0.6968312   0.172981   -0.91204536]
136.0,1.360000000000001,325.6849670410156,0.0,549.3900756835938,26.910547256469727,3.3383996146065846,3.3383996146065846,100.0,0.0,[ 0.69014555  0.11164138 -0.03117458]
137.0,1.370000000000001,325.53240966796875,0.0,549.61328125,27.036333084106445,3.358328683035714,3.358328683035714,100.0,0.0,[ 0.69400865  0.16944082 -0.902074  ]
